,weather_1,weather_2,weather_3,weather_4,weather_6,weather_8,weather_9,temperature,pm25
20160104120,0,0,0,0,0,1,0,12,221
20160104121,0,0,0,0,0,1,0,12,216
20160104122,0,0,0,0,0,1,0,12,211
20160104123,0,0,0,0.166666667,0,0.833333333,0,12,211
20160104124,0,0,0,0.5,0,0.5,0,12,211
20160104125,0,0,0,0.833333333,0,0.166666667,0,12,211
20160104126,0,0,0,1,0,0,0,12,211
20160104127,0,0,0,1,0,0,0,12,211
20160104128,0,0,0.166666667,0.833333333,0,0,0,12,211
20160104129,0,0,0.333333333,0.666666667,0,0,0,12,211
20160104130,0,0,0.333333333,0.666666667,0,0,0,12,211
20160104131,0,0,0.166666667,0.833333333,0,0,0,12,205.3333333
20160104132,0,0,0,1,0,0,0,12,199.6666667
20160104133,0,0,0,1,0,0,0,12,194
20160104134,0,0,0,1,0,0,0,12,194
20160104135,0,0,0,1,0,0,0,12,194
20160104136,0,0,0,1,0,0,0,12,194
20160104137,0,0,0,1,0,0,0,12,188
20160104138,0,0,0,1,0,0,0,12,182
20160104139,0,0,0,1,0,0,0,12,176
20160104140,0,0,0,1,0,0,0,12,176
20160104141,0,0,0,1,0,0,0,12,176
20160104142,0,0,0,1,0,0,0,12,176
20160104143,0,0,0,1,0,0,0,12,174.6666667
20160104144,0,0,0,1,0,0,0,12,173.3333333
20160105005,0,0,0,0.833333333,0,0.166666667,0,12,170
20160105006,0,0,0,0.833333333,0,0.166666667,0,12,168.3333333
20160105007,0,0,0,0.5,0,0.5,0,12,166.6666667
20160105008,0,0,0,0.166666667,0,0.833333333,0,12,165
20160105009,0,0,0,0,0,1,0,12,165
20160105010,0,0,0,0,0,1,0,12,165
20160105011,0,0,0,0,0,1,0,11.66666667,165
20160105012,0,0,0,0,0,1,0,11.33333333,163
20160105013,0,0,0,0,0,1,0,11,161
20160105014,0,0,0,0,0,1,0,11,159
20160105015,0,0,0,0,0,1,0,11,159
20160105016,0,0,0,0,0,1,0,11,159
20160105017,0,0,0,0,0,1,0,11,159
20160105018,0,0,0,0,0,1,0,11,159
20160105019,0,0,0,0,0,1,0,11,155.3333333
20160105020,0,0,0,0.166666667,0,0.833333333,0,11,151.6666667
20160105021,0,0,0,0.333333333,0,0.666666667,0,11,148
20160105022,0,0,0,0.333333333,0,0.666666667,0,11,148
20160105023,0,0,0,0.166666667,0,0.833333333,0,11,148
20160105024,0,0,0,0,0,1,0,11,145
20160105025,0,0,0,0.166666667,0,0.833333333,0,11,142
20160105026,0,0,0,0.5,0,0.5,0,11,139
20160105027,0,0,0,0.833333333,0,0.166666667,0,11,139
20160105028,0,0,0,1,0,0,0,11,139
20160105029,0,0,0,1,0,0,0,11,139
20160105030,0,0,0,1,0,0,0,11,139
20160105031,0,0,0,1,0,0,0,11,139
20160105032,0,0,0,1,0,0,0,11,139
20160105033,0,0,0,1,0,0,0,11,139
20160105034,0,0,0,1,0,0,0,11,139
20160105035,0,0,0,1,0,0,0,11,135
20160105036,0,0,0,1,0,0,0,11,131
20160105037,0,0,0,1,0,0,0,11,127
20160105038,0,0,0,1,0,0,0,11,123.6666667
20160105039,0,0,0,1,0,0,0,11,120.3333333
20160105040,0,0,0,1,0,0,0,11,117
20160105041,0,0,0,1,0,0,0,10.83333333,117
20160105042,0,0,0,1,0,0,0,10.5,107.3333333
20160105043,0,0,0,1,0,0,0,10.16666667,97.66666667
20160105044,0,0,0,1,0,0,0,10,88
20160105045,0,0,0,1,0,0,0,10,88
20160105046,0,0,0,1,0,0,0,10,88
20160105047,0,0,0,1,0,0,0,10,88
20160105048,0,0,0,1,0,0,0,10,77.66666667
20160105049,0,0,0,1,0,0,0,10,67.33333333
20160105050,0,0,0,1,0,0,0,10,57
20160105051,0,0,0,1,0,0,0,10,57
20160105052,0,0,0,1,0,0,0,10,57
20160105053,0,0,0,1,0,0,0,10,57
20160105054,0,0,0,1,0,0,0,9.833333333,48.66666667
20160105055,0,0,0,1,0,0,0,9.5,40.33333333
20160105056,0,0,0.166666667,0.833333333,0,0,0,9.166666667,32
20160105057,0,0,0.333333333,0.666666667,0,0,0,9,32
20160105058,0,0,0.333333333,0.666666667,0,0,0,9,32
20160105059,0,0,0.166666667,0.833333333,0,0,0,9,32
20160105060,0,0,0,1,0,0,0,9,31
20160105061,0,0,0,1,0,0,0,9,30
20160105062,0,0,0,1,0,0,0,9,29
20160105063,0,0,0,1,0,0,0,9,29
20160105064,0,0,0,1,0,0,0,9,29
20160105065,0,0,0,1,0,0,0,9,29
20160105066,0,0,0,1,0,0,0,9,28
20160105067,0,0,0,1,0,0,0,9,27
20160105068,0,0,0,1,0,0,0,9,26
20160105069,0,0,0,1,0,0,0,8.666666667,26
20160105070,0,0,0,1,0,0,0,8.333333333,26
20160105071,0,0,0,1,0,0,0,8,26
20160105072,0,0,0,1,0,0,0,8,27.33333333
20160105073,0,0,0,1,0,0,0,8,28.66666667
20160105074,0,0,0,1,0,0,0,8,30
20160105075,0,0,0,1,0,0,0,8,30
20160105076,0,0,0,1,0,0,0,8,30
20160105077,0,0,0,1,0,0,0,8,30
20160105078,0,0,0,1,0,0,0,8,30.33333333
20160105079,0,0,0,1,0,0,0,8,30.66666667
20160105080,0,0,0,1,0,0,0,8,31
20160105081,0,0,0,1,0,0,0,8,31
20160105082,0,0,0,1,0,0,0,8,31
20160105083,0,0,0,1,0,0,0,8,31
20160105084,0,0,0,1,0,0,0,8,32
20160105085,0,0,0,1,0,0,0,8,33
20160105086,0,0,0,1,0,0,0,8,34
20160105087,0,0,0,1,0,0,0,8,34
20160105088,0,0,0,1,0,0,0,8,34
20160105089,0,0,0,1,0,0,0,8,34
20160105090,0,0,0,1,0,0,0,8,35.33333333
20160105091,0,0,0,1,0,0,0,8,36.66666667
20160105092,0,0,0,1,0,0,0,8,38
20160105093,0,0,0,1,0,0,0,8,38
20160105094,0,0,0,1,0,0,0,8,38
20160105095,0,0,0,1,0,0,0,8,38
20160105096,0,0,0,1,0,0,0,8,38.33333333
20160105097,0,0,0,1,0,0,0,8,38.66666667
20160105098,0,0,0,1,0,0,0,8,39
20160105099,0,0,0,1,0,0,0,8,39
20160105100,0,0,0,1,0,0,0,8,39
20160105101,0,0,0,1,0,0,0,8,39
20160105102,0,0,0,1,0,0,0,8,39
20160105103,0,0,0,1,0,0,0,8,39.33333333
20160105104,0,0,0,1,0,0,0,8,39.66666667
20160105105,0,0,0,1,0,0,0,8,40
20160105106,0,0,0,1,0,0,0,8,40
20160105107,0,0,0,1,0,0,0,8,40
20160105108,0,0,0,1,0,0,0,8,40.66666667
20160105109,0,0,0,1,0,0,0,8,41.33333333
20160105110,0,0,0,1,0,0,0,8,42
20160105111,0,0,0,1,0,0,0,8,42
20160105112,0,0,0,1,0,0,0,8,42
20160105113,0,0,0,1,0,0,0,8,42
20160105114,0,0,0,1,0,0,0,8,42.66666667
20160105115,0,0,0,1,0,0,0,8,43.33333333
20160105116,0,0,0,1,0,0,0,8,44
20160105117,0,0,0,1,0,0,0,8,44
20160105118,0,0,0,1,0,0,0,8,44
20160105119,0,0,0,1,0,0,0,8,44
20160105120,0,0,0,1,0,0,0,8,44.66666667
20160105121,0,0,0,1,0,0,0,8,45.33333333
20160105122,0,0,0,1,0,0,0,8,46
20160105123,0,0,0,1,0,0,0,8,46
20160105124,0,0,0,1,0,0,0,8,46
20160105125,0,0,0,1,0,0,0,8,46
20160105126,0,0,0,1,0,0,0,8,46.66666667
20160105127,0,0,0,1,0,0,0,8,47.33333333
20160105128,0,0,0,1,0,0,0,8,48
20160105129,0,0,0,1,0,0,0,8,48
20160105130,0,0,0,1,0,0,0,8,48
20160105131,0,0,0,1,0,0,0,8,48
20160105132,0,0,0,1,0,0,0,8,48
20160105133,0,0,0,1,0,0,0,8,48
20160105134,0,0,0,1,0,0,0,8,48
20160105135,0,0,0,1,0,0,0,8,48
20160105136,0,0,0,1,0,0,0,8,48
20160105137,0,0,0,1,0,0,0,8,49.33333333
20160105138,0,0,0,1,0,0,0,8,50.66666667
20160105139,0,0,0,1,0,0,0,8,52
20160105140,0,0,0,1,0,0,0,8,52
20160105141,0,0,0,1,0,0,0,8,52
20160105142,0,0,0,1,0,0,0,8,52
20160105143,0,0,0,1,0,0,0,8,53
20160105144,0,0,0,1,0,0,0,8,53.33333333
20160106005,0,0,0,1,0,0,0,8,53
20160106006,0,0,0,0.833333333,0,0.166666667,0,8,54
20160106007,0,0,0,0.5,0,0.5,0,8,55
20160106008,0,0,0,0.166666667,0,0.833333333,0,8,56
20160106009,0,0,0,0,0,1,0,8,56
20160106010,0,0,0,0,0,1,0,8,56
20160106011,0,0,0.166666667,0,0,0.833333333,0,8,56
20160106012,0,0,0.5,0,0,0.5,0,8,55.66666667
20160106013,0,0,0.833333333,0,0,0.166666667,0,8,55.33333333
20160106014,0,0,1,0,0,0,0,8,55
20160106015,0,0,1,0,0,0,0,8,55
20160106016,0,0,1,0,0,0,0,8,55
20160106017,0,0,1,0,0,0,0,8,55
20160106018,0,0,1,0,0,0,0,8,55
20160106019,0,0,1,0,0,0,0,8,51.66666667
20160106020,0,0,0.833333333,0.166666667,0,0,0,7.833333333,48.33333333
20160106021,0,0,0.666666667,0.333333333,0,0,0,7.5,45
20160106022,0,0,0.666666667,0.333333333,0,0,0,7.166666667,45
20160106023,0,0,0.833333333,0.166666667,0,0,0,7,45
20160106024,0,0,1,0,0,0,0,7,44
20160106025,0,0,0.833333333,0.166666667,0,0,0,7,43
20160106026,0,0,0.5,0.5,0,0,0,7,42
20160106027,0,0,0.166666667,0.833333333,0,0,0,7,42
20160106028,0,0,0,1,0,0,0,7,42
20160106029,0,0,0,1,0,0,0,7,42
20160106030,0,0,0,1,0,0,0,7,42
20160106031,0,0,0,1,0,0,0,7,42
20160106032,0,0,0,1,0,0,0,7,42
20160106033,0,0,0,1,0,0,0,7,42
20160106034,0,0,0,1,0,0,0,7,42
20160106035,0,0,0,1,0,0,0,7,42
20160106036,0,0,0,1,0,0,0,7,43.33333333
20160106037,0,0,0,1,0,0,0,7,44.66666667
20160106038,0,0,0,1,0,0,0,7,46
20160106039,0,0,0,1,0,0,0,7,46
20160106040,0,0,0,1,0,0,0,7,46
20160106041,0,0,0,1,0,0,0,7,46
20160106042,0,0,0,1,0,0,0,7,47.33333333
20160106043,0,0,0,1,0,0,0,7,48.66666667
20160106044,0,0,0,1,0,0,0,7,50
20160106045,0,0,0,1,0,0,0,7,50
20160106046,0,0,0,1,0,0,0,7,50
20160106047,0,0,0,1,0,0,0,7,50
20160106048,0,0,0,1,0,0,0,7,51.66666667
20160106049,0,0,0,1,0,0,0,7,53.33333333
20160106050,0,0,0,1,0,0,0,7,55
20160106051,0,0,0,1,0,0,0,7,55
20160106052,0,0,0,1,0,0,0,7,55
20160106053,0,0,0,1,0,0,0,7,55
20160106054,0,0,0,1,0,0,0,7,54.66666667
20160106055,0,0,0,1,0,0,0,7,54.33333333
20160106056,0,0,0,1,0,0,0,7,54
20160106057,0,0,0,1,0,0,0,7,54
20160106058,0,0,0,1,0,0,0,7,54
20160106059,0,0,0,1,0,0,0,7,54
20160106060,0,0,0,1,0,0,0,7,54
20160106061,0,0,0,1,0,0,0,7,54
20160106062,0,0,0,1,0,0,0,7,54
20160106063,0,0,0,1,0,0,0,7,54
20160106064,0,0,0,1,0,0,0,7,54
20160106065,0,0,0,1,0,0,0,7,54
20160106066,0,0,0,1,0,0,0,7,55.66666667
20160106067,0,0,0,1,0,0,0,7,57.33333333
20160106068,0,0,0,1,0,0,0,7,59
20160106069,0,0,0,1,0,0,0,7.333333333,59
20160106070,0,0,0,1,0,0,0,7.666666667,59
20160106071,0,0,0,1,0,0,0,8,59
20160106072,0,0,0,1,0,0,0,8,60.66666667
20160106073,0,0,0,1,0,0,0,7.833333333,62.33333333
20160106074,0,0,0,1,0,0,0,7.5,64
20160106075,0,0,0,1,0,0,0,7.166666667,64
20160106076,0,0,0,1,0,0,0,7,64
20160106077,0,0,0,1,0,0,0,7,64
20160106078,0,0,0,1,0,0,0,7,65.33333333
20160106079,0,0,0,1,0,0,0,7,66.66666667
20160106080,0,0,0,1,0,0,0,7,68
20160106081,0,0,0,1,0,0,0,7,68
20160106082,0,0,0,1,0,0,0,7,68
20160106083,0,0,0,1,0,0,0,7.166666667,68
20160106084,0,0,0,1,0,0,0,7.5,67.33333333
20160106085,0,0,0,1,0,0,0,7.833333333,66.66666667
20160106086,0,0,0,1,0,0,0,8,66
20160106087,0,0,0,1,0,0,0,8,66
20160106088,0,0,0,1,0,0,0,8,66
20160106089,0,0,0,1,0,0,0,8,66
20160106090,0,0,0,1,0,0,0,8,67
20160106091,0,0,0,1,0,0,0,8,68
20160106092,0,0,0.166666667,0.833333333,0,0,0,8,69
20160106093,0,0,0.333333333,0.666666667,0,0,0,8,69
20160106094,0,0,0.333333333,0.666666667,0,0,0,8,69
20160106095,0,0,0.166666667,0.833333333,0,0,0,8,69
20160106096,0,0,0,1,0,0,0,8,69
20160106097,0,0,0,1,0,0,0,8,69
20160106098,0,0,0,1,0,0,0,8,69
20160106099,0,0,0,1,0,0,0,8,69
20160106100,0,0,0,1,0,0,0,8,69
20160106101,0,0,0,1,0,0,0,8,71
20160106102,0,0,0,1,0,0,0,8,75.66666667
20160106103,0,0,0,1,0,0,0,8,80.33333333
20160106104,0,0,0,1,0,0,0,8,83
20160106105,0,0,0,1,0,0,0,8,83
20160106106,0,0,0,1,0,0,0,8,83
20160106107,0,0,0,1,0,0,0,8,83
20160106108,0,0,0,1,0,0,0,8,83
20160106109,0,0,0,1,0,0,0,8,83
20160106110,0,0,0,1,0,0,0,8,83
20160106111,0,0,0,1,0,0,0,8,83
20160106112,0,0,0,1,0,0,0,8,83
20160106113,0,0,0,1,0,0,0,8,84
20160106114,0,0,0,1,0,0,0,8,85
20160106115,0,0,0,1,0,0,0,8,85.66666667
20160106116,0,0,0,1,0,0,0,8,85.33333333
20160106117,0,0,0,1,0,0,0,8,85
20160106118,0,0,0,1,0,0,0,8,85
20160106119,0,0,0,1,0,0,0,8,85
20160106120,0,0,0,1,0,0,0,8,86
20160106121,0,0,0,1,0,0,0,8,87
20160106122,0,0,0,1,0,0,0,8,88
20160106123,0,0,0,1,0,0,0,8,88
20160106124,0,0,0,1,0,0,0,8,88
20160106125,0,0,0,1,0,0,0,8,88
20160106126,0,0,0,1,0,0,0,8,89.66666667
20160106127,0,0,0,1,0,0,0,8,91.33333333
20160106128,0,0,0.166666667,0.833333333,0,0,0,7.833333333,93
20160106129,0,0,0.333333333,0.666666667,0,0,0,7.5,93
20160106130,0,0,0.333333333,0.666666667,0,0,0,7.166666667,93
20160106131,0,0,0.166666667,0.833333333,0,0,0,7,93
20160106132,0,0,0,1,0,0,0,7,93
20160106133,0,0,0,1,0,0,0,7,93
20160106134,0,0,0,1,0,0,0,7,93
20160106135,0,0,0,1,0,0,0,7,93
20160106136,0,0,0,1,0,0,0,7,93
20160106137,0,0,0,1,0,0,0,7,93
20160106138,0,0,0,1,0,0,0,7,93
20160106139,0,0,0,1,0,0,0,7,93
20160106140,0,0,0,1,0,0,0,7,93
20160106141,0,0,0,1,0,0,0,7,93
20160106142,0,0,0,1,0,0,0,7,93
20160106143,0,0,0,1,0,0,0,7,93
20160106144,0,0,0,1,0,0,0,7.333333333,93
20160107005,0,0,0,1,0,0,0,8,92.66666667
20160107006,0,0,0,1,0,0,0,8,92.33333333
20160107007,0,0,0,1,0,0,0,8,92
20160107008,0,0,0,1,0,0,0,8,92
20160107009,0,0,0,1,0,0,0,8,92
20160107010,0,0,0,1,0,0,0,7.833333333,92
20160107011,0,0,0,1,0,0,0,7.5,92
20160107012,0,0,0,1,0,0,0,7.166666667,91.33333333
20160107013,0,0,0,1,0,0,0,7,90.66666667
20160107014,0,0,0,1,0,0,0,7,90
20160107015,0,0,0,1,0,0,0,7,90
20160107016,0,0,0,1,0,0,0,7,90
20160107017,0,0,0,1,0,0,0,7,90
20160107018,0,0,0,1,0,0,0,7,90.66666667
20160107019,0,0,0,1,0,0,0,7,91.33333333
20160107020,0,0,0,1,0,0,0,7,92
20160107021,0,0,0,1,0,0,0,7,92
20160107022,0,0,0,1,0,0,0,7,92
20160107023,0,0,0,1,0,0,0,7,92
20160107024,0,0,0,1,0,0,0,7,94.33333333
20160107025,0,0,0,1,0,0,0,7,96.66666667
20160107026,0,0,0,1,0,0,0,7,99
20160107027,0,0,0,1,0,0,0,7,99
20160107028,0,0,0,1,0,0,0,7,99
20160107029,0,0,0,1,0,0,0,7,99
20160107030,0,0,0,1,0,0,0,7,99
20160107031,0,0,0,1,0,0,0,7,100
20160107032,0,0,0,1,0,0,0,7,101
20160107033,0,0,0,1,0,0,0,7,102
20160107034,0,0,0,1,0,0,0,7,102
20160107035,0,0,0,1,0,0,0,7,102
20160107036,0,0,0,1,0,0,0,7,103.6666667
20160107037,0,0,0,1,0,0,0,7,105.3333333
20160107038,0,0,0,1,0,0,0,7,107
20160107039,0,0,0,1,0,0,0,7,107
20160107040,0,0,0,1,0,0,0,7,107
20160107041,0,0,0,1,0,0,0,7,107
20160107042,0,0,0,1,0,0,0,7,107
20160107043,0,0,0,1,0,0,0,7,107
20160107044,0,0,0,1,0,0,0,7,107
20160107045,0,0,0,1,0,0,0,7,107
20160107046,0,0,0,1,0,0,0,7,107
20160107047,0,0,0,1,0,0,0,7,107
20160107048,0,0,0,1,0,0,0,7,106.3333333
20160107049,0,0,0,1,0,0,0,7,105.6666667
20160107050,0,0,0,1,0,0,0,7,105
20160107051,0,0.166666667,0,0.833333333,0,0,0,7,105
20160107052,0,0.5,0,0.5,0,0,0,7,105
20160107053,0,0.833333333,0,0.166666667,0,0,0,7,105
20160107054,0,1,0,0,0,0,0,7,104
20160107055,0,1,0,0,0,0,0,7,103
20160107056,0,0.666666667,0.333333333,0,0,0,0,7,102
20160107057,0,0.5,0.5,0,0,0,0,7,102
20160107058,0,0.5,0.5,0,0,0,0,7,102
20160107059,0,0.833333333,0.166666667,0,0,0,0,7,102
20160107060,0,1,0,0,0,0,0,7,101.6666667
20160107061,0,0.833333333,0.166666667,0,0,0,0,7,101.3333333
20160107062,0,0.5,0.5,0,0,0,0,7,101
20160107063,0,0.166666667,0.833333333,0,0,0,0,7.333333333,101
20160107064,0,0,1,0,0,0,0,7.666666667,101
20160107065,0,0,1,0,0,0,0,8,101
20160107066,0,0,1,0,0,0,0,8,100
20160107067,0,0,1,0,0,0,0,8,99
20160107068,0,0,1,0,0,0,0,8,98
20160107069,0,0,1,0,0,0,0,8,98
20160107070,0,0,1,0,0,0,0,8,98
20160107071,0,0,1,0,0,0,0,8.166666667,98
20160107072,0,0,1,0,0,0,0,8.333333333,98
20160107073,0,0,1,0,0,0,0,8.333333333,98
20160107074,0,0,1,0,0,0,0,8.333333333,98
20160107075,0,0,1,0,0,0,0,8.5,98
20160107076,0,0,1,0,0,0,0,8.833333333,98
20160107077,0,0,1,0,0,0,0,8.666666667,99.66666667
20160107078,0,0,1,0,0,0,0,8.333333333,102.3333333
20160107079,0,0,1,0,0,0,0,8,105
20160107080,0,0,1,0,0,0,0,8,106
20160107081,0,0,1,0,0,0,0,8,106
20160107082,0,0,1,0,0,0,0,8,106
20160107083,0,0,1,0,0,0,0,8,106
20160107084,0,0,1,0,0,0,0,8,108.3333333
20160107085,0,0,1,0,0,0,0,8,110.6666667
20160107086,0,0,1,0,0,0,0,8,113
20160107087,0,0,1,0,0,0,0,8,113
20160107088,0,0,1,0,0,0,0,8,113
20160107089,0,0,1,0,0,0,0,8,113
20160107090,0,0,1,0,0,0,0,8,115.3333333
20160107091,0,0,1,0,0,0,0,8,117.6666667
20160107092,0,0,1,0,0,0,0,8,120
20160107093,0,0,1,0,0,0,0,8,120
20160107094,0,0,1,0,0,0,0,8,120
20160107095,0,0,1,0,0,0,0,8,120
20160107096,0,0,1,0,0,0,0,8,120
20160107097,0,0,1,0,0,0,0,8,120
20160107098,0,0,1,0,0,0,0,8,120
20160107099,0,0,1,0,0,0,0,8,120
20160107100,0,0,1,0,0,0,0,8,120
20160107101,0,0,1,0,0,0,0,8,120
20160107102,0,0,1,0,0,0,0,8.333333333,120
20160107103,0,0,1,0,0,0,0,8.666666667,120
20160107104,0,0,1,0,0,0,0,9,120
20160107105,0,0,1,0,0,0,0,9,120
20160107106,0,0,1,0,0,0,0,9,120
20160107107,0,0,1,0,0,0,0,8.666666667,120
20160107108,0,0,1,0,0,0,0,8.333333333,121.3333333
20160107109,0,0,1,0,0,0,0,8,122.6666667
20160107110,0,0,1,0,0,0,0,8,124
20160107111,0,0,1,0,0,0,0,8,124
20160107112,0,0,1,0,0,0,0,8,124
20160107113,0,0,1,0,0,0,0,8,124
20160107114,0,0,1,0,0,0,0,8,123.3333333
20160107115,0,0.166666667,0.833333333,0,0,0,0,8,122.6666667
20160107116,0,0.5,0.5,0,0,0,0,8,122
20160107117,0,0.833333333,0.166666667,0,0,0,0,8,122
20160107118,0,1,0,0,0,0,0,8,122
20160107119,0,1,0,0,0,0,0,8,122
20160107120,0,1,0,0,0,0,0,8,122
20160107121,0,1,0,0,0,0,0,7.833333333,122
20160107122,0,1,0,0,0,0,0,7.5,122
20160107123,0,1,0,0,0,0,0,7.166666667,122
20160107124,0,1,0,0,0,0,0,7,122
20160107125,0,1,0,0,0,0,0,7,127.3333333
20160107126,0,1,0,0,0,0,0,7,132.6666667
20160107127,0,1,0,0,0,0,0,7,138
20160107128,0,1,0,0,0,0,0,7,138
20160107129,0,1,0,0,0,0,0,7,138
20160107130,0,1,0,0,0,0,0,7,138
20160107131,0,1,0,0,0,0,0,7,140.6666667
20160107132,0,1,0,0,0,0,0,7,143.3333333
20160107133,0,0.833333333,0,0.166666667,0,0,0,7,146
20160107134,0,0.5,0,0.5,0,0,0,7,146
20160107135,0,0.166666667,0,0.833333333,0,0,0,7,146
20160107136,0,0,0,1,0,0,0,7,146
20160107137,0,0,0,1,0,0,0,7,148
20160107138,0,0,0,1,0,0,0,7,152.6666667
20160107139,0,0,0,1,0,0,0,7,157.3333333
20160107140,0,0,0,1,0,0,0,6.666666667,160
20160107141,0,0,0,1,0,0,0,6.333333333,160
20160107142,0,0,0,1,0,0,0,6,160
20160107143,0,0,0,1,0,0,0,6,160
20160107144,0,0,0,1,0,0,0,6,160
20160108005,0,0,0,1,0,0,0,6,160
20160108006,0,0,0,1,0,0,0,6,160
20160108007,0,1,0,0,0,0,0,5,162
20160108008,0,1,0,0,0,0,0,5,162
20160108009,0,1,0,0,0,0,0,5,162
20160108010,0,1,0,0,0,0,0,5,162
20160108011,0,1,0,0,0,0,0,4.833333333,162
20160108012,0,1,0,0,0,0,0,4.5,159.6666667
20160108013,0,1,0,0,0,0,0,4.166666667,157.3333333
20160108014,0,1,0,0,0,0,0,4,155
20160108015,0,1,0,0,0,0,0,4,155
20160108016,0,1,0,0,0,0,0,4,155
20160108017,0,1,0,0,0,0,0,4,155
20160108018,0,1,0,0,0,0,0,4,151
20160108019,0,1,0,0,0,0,0,4,147
20160108020,0,1,0,0,0,0,0,4,143
20160108021,0,1,0,0,0,0,0,4,143
20160108022,0,1,0,0,0,0,0,3.833333333,143
20160108023,0,1,0,0,0,0,0,3.5,143
20160108024,0,1,0,0,0,0,0,3.166666667,135.3333333
20160108025,0,0.833333333,0.166666667,0,0,0,0,3,127.6666667
20160108026,0,0.5,0.5,0,0,0,0,3,120
20160108027,0,0.166666667,0.833333333,0,0,0,0,3,120
20160108028,0,0,1,0,0,0,0,3,120
20160108029,0,0,1,0,0,0,0,3,120
20160108030,0,0,1,0,0,0,0,3,120
20160108031,0,0,1,0,0,0,0,3,113.3333333
20160108032,0,0,1,0,0,0,0,3,106.6666667
20160108033,0,0,1,0,0,0,0,3,100
20160108034,0,0,1,0,0,0,0,3,100
20160108035,0,0,1,0,0,0,0,3,100
20160108036,0,0,1,0,0,0,0,3,93.66666667
20160108037,0,0,1,0,0,0,0,3,87.33333333
20160108038,0,0,1,0,0,0,0,3,81
20160108039,0,0,1,0,0,0,0,3,81
20160108040,0,0,1,0,0,0,0,3,81
20160108041,0,0,1,0,0,0,0,3.166666667,81
20160108042,0,0,1,0,0,0,0,3.5,78
20160108043,0,0.166666667,0.833333333,0,0,0,0,3.833333333,75
20160108044,0,0.5,0.5,0,0,0,0,4,72
20160108045,0,0.833333333,0.166666667,0,0,0,0,4,72
20160108046,0,1,0,0,0,0,0,4,72
20160108047,0,1,0,0,0,0,0,4,72
20160108048,0,1,0,0,0,0,0,4,75
20160108049,0,1,0,0,0,0,0,4,78
20160108050,0,1,0,0,0,0,0,4,81
20160108051,0,1,0,0,0,0,0,4,81
20160108052,0,1,0,0,0,0,0,4,81
20160108053,0,1,0,0,0,0,0,4,81
20160108054,0,1,0,0,0,0,0,4,85
20160108055,0,1,0,0,0,0,0,4,89
20160108056,0,1,0,0,0,0,0,4,93
20160108057,0,1,0,0,0,0,0,4,93
20160108058,0,1,0,0,0,0,0,4,93
20160108059,0,1,0,0,0,0,0,4,93
20160108060,0,1,0,0,0,0,0,4,94.66666667
20160108061,0,0.833333333,0.166666667,0,0,0,0,4.166666667,96.33333333
20160108062,0,0.5,0.5,0,0,0,0,4.5,98
20160108063,0,0.166666667,0.833333333,0,0,0,0,4.833333333,98
20160108064,0,0,1,0,0,0,0,5,98
20160108065,0,0,1,0,0,0,0,5,98
20160108066,0,0,1,0,0,0,0,5,97.66666667
20160108067,0,0,1,0,0,0,0,5,97.33333333
20160108068,0,0,1,0,0,0,0,5,97
20160108069,0,0,1,0,0,0,0,5,97
20160108070,0,0,1,0,0,0,0,5,97
20160108071,0,0,1,0,0,0,0,5,97
20160108072,0,0,1,0,0,0,0,5.333333333,98.66666667
20160108073,0,0,1,0,0,0,0,5.666666667,100.3333333
20160108074,0,0,1,0,0,0,0,6,102
20160108075,0,0,1,0,0,0,0,6,102
20160108076,0,0,1,0,0,0,0,6,102
20160108077,0,0,1,0,0,0,0,6,102
20160108078,0,0,1,0,0,0,0,6,101.6666667
20160108079,0,0,1,0,0,0,0,6,101.3333333
20160108080,0,0,1,0,0,0,0,6,101
20160108081,0,0,1,0,0,0,0,6,101
20160108082,0,0,1,0,0,0,0,6,101
20160108083,0,0,1,0,0,0,0,6,101
20160108084,0,0,1,0,0,0,0,6,102
20160108085,0,0,1,0,0,0,0,6,103
20160108086,0,0,1,0,0,0,0,6,104
20160108087,0,0,1,0,0,0,0,6,104
20160108088,0,0,1,0,0,0,0,6,104
20160108089,0,0,1,0,0,0,0,6,104
20160108090,0,0,1,0,0,0,0,6,106
20160108091,0,0,1,0,0,0,0,6,108
20160108092,0,0,1,0,0,0,0,6,110
20160108093,0,0,1,0,0,0,0,6,110
20160108094,0,0,1,0,0,0,0,6,110
20160108095,0,0,1,0,0,0,0,6,110
20160108096,0,0,1,0,0,0,0,6,111.3333333
20160108097,0,0,1,0,0,0,0,6,112.6666667
20160108098,0,0,1,0,0,0,0,6,114
20160108099,0,0,1,0,0,0,0,6,114
20160108100,0,0,1,0,0,0,0,6,114
20160108101,0,0,1,0,0,0,0,6,114
20160108102,0,0,1,0,0,0,0,6,114
20160108103,0,0,1,0,0,0,0,6,114
20160108104,0,0,1,0,0,0,0,6,114
20160108105,0,0,1,0,0,0,0,6,114
20160108106,0,0,1,0,0,0,0,6,114
20160108107,0,0,1,0,0,0,0,6,114.6666667
20160108108,0,0,1,0,0,0,0,6,115.3333333
20160108109,0,0,1,0,0,0,0,5.666666667,116
20160108110,0,0,1,0,0,0,0,5.333333333,116
20160108111,0,0,1,0,0,0,0,5,116
20160108112,0,0,1,0,0,0,0,5,116
20160108113,0,0,1,0,0,0,0,5,115.6666667
20160108114,0,0,1,0,0,0,0,5,114
